1,1,1
5,15,1
5,14,1
5,12,1
5,11,1
5,10,1
5,9,1
5,9,1
5,8,1
5,8,1
5,7,1
2,19,2
2,1,1
2,2,2
2,2,2
2,2,1
2,4,2
2,4,1
2,5,3
2,5,4
